ibge_id;municipality_code;municipality_name;uf;latitude;longitude;coordinate_source
2300309;230030;Acopiara;CE;-6.122030386770113;-39.49384337307866;ibge_malha
2300408;230040;Aiuaba;CE;-6.605147159702536;-40.29859354868031;ibge_malha
2300507;230050;Alcântaras;CE;-3.5922676167326153;-40.54298740852626;ibge_malha
2300606;230060;Altaneira;CE;-6.985605709560574;-39.69930102490087;ibge_malha
2300705;230070;Alto Santo;CE;-5.516157075354352;-38.24088002962994;ibge_malha
2300754;230075;Amontada;CE;-3.239594514730102;-39.785165893930426;ibge_malha
2300804;230080;Antonina do Norte;CE;-6.756498581715672;-39.981275695068916;ibge_malha
2300903;230090;Apuiarés;CE;-3.968314613999151;-39.330700475801954;ibge_malha
2301000;230100;Aquiraz;CE;-3.9765871536681505;-38.39410131024288;ibge_malha
2301109;230110;Aracati;CE;-4.680977237665802;-37.6854956838832;ibge_malha
2301208;230120;Aracoiaba;CE;-4.482977486173741;-38.713458942605264;ibge_malha
2301257;230125;Ararendá;CE;-4.772967391837667;-40.74626254299399;ibge_malha
2301307;230130;Araripe;CE;-7.239279228403539;-40.076552076523214;ibge_malha
2301406;230140;Aratuba;CE;-4.417356158114853;-39.024946554827004;ibge_malha
2301505;230150;Arneiroz;CE;-6.239373622938091;-40.15495791308949;ibge_malha
2301604;230160;Assaré;CE;-6.9096398973917275;-39.86923229282062;ibge_malha
2301703;230170;Aurora;CE;-6.988906296352979;-38.969124649741794;ibge_malha
2301802;230180;Baixio;CE;-6.711454020282737;-38.75301694701229;ibge_malha
2301851;230185;Banabuiú;CE;-5.262194130195312;-38.90362868016106;ibge_malha
2301901;230190;Barbalha;CE;-7.403759304570219;-39.34458241405455;ibge_malha
2301950;230195;Barreira;CE;-4.322147471465854;-38.62049200331321;ibge_malha
2302008;230200;Barro;CE;-7.125536611370138;-38.793910872882584;ibge_malha
2302057;230205;Barroquinha;CE;-2.970608799401013;-41.17365309395452;ibge_malha
2302107;230210;Baturité;CE;-4.38335826438907;-38.850983169956514;ibge_malha
2302206;230220;Beberibe;CE;-4.401730799633008;-38.11291190439281;ibge_malha
2302305;230230;Bela Cruz;CE;-3.053459465430824;-40.30800763407203;ibge_malha
2302404;230240;Boa Viagem;CE;-5.087821869923311;-39.80790177529925;ibge_malha
2302503;230250;Brejo Santo;CE;-7.555749045106765;-38.921258608920766;ibge_malha
2302602;230260;Camocim;CE;-2.949804354533754;-40.8008625978385;ibge_malha
2302701;230270;Campos Sales;CE;-6.936723639765405;-40.27131979248239;ibge_malha
2302800;230280;Canindé;CE;-4.402108437875256;-39.43036040631244;ibge_malha
2302909;230290;Capistrano;CE;-4.467809924101388;-38.9079484898934;ibge_malha
2303006;230300;Caridade;CE;-4.203809836982421;-39.10988070263608;ibge_malha
2303105;230310;Cariré;CE;-3.9518779823324297;-40.52169314818028;ibge_malha
2303204;230320;Caririaçu;CE;-7.021823803377296;-39.274880455057996;ibge_malha
2303303;230330;Cariús;CE;-6.6419926215072564;-39.46411035547883;ibge_malha
2303402;230340;Carnaubal;CE;-4.130113039041315;-41.010218314260484;ibge_malha
2303501;230350;Cascavel;CE;-4.239065689578646;-38.297084099508915;ibge_malha
2303600;230360;Catarina;CE;-6.252779542960148;-39.90966063558544;ibge_malha
2303659;230365;Catunda;CE;-4.6295869420520726;-40.17501547104675;ibge_malha
2303709;230370;Caucaia;CE;-3.78359824121868;-38.809689779069885;ibge_malha
2303808;230380;Cedro;CE;-6.569749033546847;-39.0931890580207;ibge_malha
2303907;230390;Chaval;CE;-3.092646933700043;-41.23256065622568;ibge_malha
2303931;230393;Choró;CE;-4.7723094116682425;-39.1911011345525;ibge_malha
2303956;230395;Chorozinho;CE;-4.3023260208541325;-38.4683306344748;ibge_malha
2304004;230400;Coreaú;CE;-3.6415020990975733;-40.72632578295145;ibge_malha
2304103;230410;Crateús;CE;-5.199313175732134;-40.71957223456586;ibge_malha
2304202;230420;Crato;CE;-7.235625882368352;-39.489940498516354;ibge_malha
2304236;230423;Croatá;CE;-4.38774113352582;-40.97511759263315;ibge_malha
2304251;230425;Cruz;CE;-2.896533161848456;-40.32328409087254;ibge_malha
2304269;230426;Deputado Irapuan Pinheiro;CE;-5.887035735007744;-39.266164750800584;ibge_malha
2304277;230427;Ereré;CE;-5.9850125773141185;-38.312026670076484;ibge_malha
2304285;230428;Eusébio;CE;-3.8759717926741697;-38.457589725003274;ibge_malha
2304301;230430;Farias Brito;CE;-6.909464807269338;-39.54907298360185;ibge_malha
2304350;230435;Forquilha;CE;-3.8223526109877906;-40.22547414894139;ibge_malha
2304400;230440;Fortaleza;CE;-3.7858685975325743;-38.5279982766017;ibge_malha
2304459;230445;Fortim;CE;-4.464401181779328;-37.87372207755719;ibge_malha
2304509;230450;Frecheirinha;CE;-3.7108098458369354;-40.82275716646416;ibge_malha
2304608;230460;General Sampaio;CE;-4.06392901857254;-39.45113389669999;ibge_malha
2304657;230465;Graça;CE;-4.045693444182053;-40.773987472963206;ibge_malha
2304707;230470;Granja;CE;-3.230607311457177;-41.00172097472654;ibge_malha
2304806;230480;Granjeiro;CE;-6.9116830022415865;-39.25216379940773;ibge_malha
2304905;230490;Groaíras;CE;-3.912354958447475;-40.365300448759555;ibge_malha
2304954;230495;Guaiúba;CE;-4.102259739973509;-38.66984640534407;ibge_malha
2305001;230500;Guaraciaba do Norte;CE;-4.2327680003198385;-40.915405464594656;ibge_malha
2305100;230510;Guaramiranga;CE;-4.246603678932825;-38.95658435997183;ibge_malha
2305209;230520;Hidrolândia;CE;-4.432555827915279;-40.405053533577025;ibge_malha
2305233;230523;Horizonte;CE;-4.102200697421981;-38.46500351614555;ibge_malha
2305266;230526;Ibaretama;CE;-4.780038422822797;-38.72480451101964;ibge_malha
2305308;230530;Ibiapina;CE;-3.951117902799704;-41.00619900852957;ibge_malha
2305332;230533;Ibicuitinga;CE;-4.974579121928095;-38.55689271757495;ibge_malha
2305357;230535;Icapuí;CE;-4.7386094843478;-37.41060654142303;ibge_malha
2305407;230540;Icó;CE;-6.389036625267912;-38.78340161947718;ibge_malha
2305506;230550;Iguatu;CE;-6.358477952892346;-39.28186599888464;ibge_malha
2305605;230560;Independência;CE;-5.473783390589122;-40.34128412949376;ibge_malha
2305654;230565;Ipaporanga;CE;-4.909676522031539;-40.80418541035432;ibge_malha
2305704;230570;Ipaumirim;CE;-6.809171296592929;-38.74305490408855;ibge_malha
2305803;230580;Ipu;CE;-4.3696599526581315;-40.66914091576589;ibge_malha
2305902;230590;Ipueiras;CE;-4.572793009719501;-40.8768753864422;ibge_malha
2306009;230600;Iracema;CE;-5.777892908033565;-38.33823257941278;ibge_malha
2306108;230610;Irauçuba;CE;-3.8657880184256577;-39.81759864967288;ibge_malha
2306207;230620;Itaiçaba;CE;-4.717550621606649;-37.84716740042034;ibge_malha
2306256;230625;Itaitinga;CE;-3.9980303320339687;-38.549952119700706;ibge_malha
2306306;230630;Itapajé;CE;-3.7327795722824106;-39.575037612066915;ibge_malha
2306405;230640;Itapipoca;CE;-3.395235178128501;-39.59829772144882;ibge_malha
2306504;230650;Itapiúna;CE;-4.595511805853642;-38.952059803802214;ibge_malha
2306553;230655;Itarema;CE;-3.0498512081221856;-39.88905561293607;ibge_malha
2306603;230660;Itatira;CE;-4.625512459534083;-39.5782809968571;ibge_malha
2306702;230670;Jaguaretama;CE;-5.491775296381695;-38.74795010223105;ibge_malha
2306801;230680;Jaguaribara;CE;-5.611009418851099;-38.525029755490884;ibge_malha
2306900;230690;Jaguaribe;CE;-5.961294684858577;-38.70498605933334;ibge_malha
2307007;230700;Jaguaruana;CE;-4.865700452087616;-37.746661758897005;ibge_malha
2307106;230710;Jardim;CE;-7.590325303921311;-39.24804074519145;ibge_malha
2307205;230720;Jati;CE;-7.691956216941498;-38.99234976559744;ibge_malha
2307254;230725;Jijoca de Jericoacoara;CE;-2.8777544777502593;-40.49529324287905;ibge_malha
2307304;230730;Juazeiro do Norte;CE;-7.182814211506161;-39.28616771435244;ibge_malha
2307403;230740;Jucás;CE;-6.45802115006323;-39.607274175702074;ibge_malha
2307502;230750;Lavras da Mangabeira;CE;-6.777986962590445;-38.99456234202821;ibge_malha
2307601;230760;Limoeiro do Norte;CE;-5.158100958071714;-38.046109571085125;ibge_malha
2307635;230763;Madalena;CE;-4.857932954687107;-39.50895174669774;ibge_malha
2307650;230765;Maracanaú;CE;-3.874543883075794;-38.62710948701976;ibge_malha
2307700;230770;Maranguape;CE;-4.006665508384565;-38.81211879001656;ibge_malha
2307809;230780;Marco;CE;-3.1895589967908657;-40.26177741215907;ibge_malha
2307908;230790;Martinópole;CE;-3.1696326912341655;-40.648781506626115;ibge_malha
2308005;230800;Massapê;CE;-3.484268745859937;-40.38762046771978;ibge_malha
2308104;230810;Mauriti;CE;-7.397706170318399;-38.71739414667494;ibge_malha
2308203;230820;Meruoca;CE;-3.5786027919609396;-40.450840804954254;ibge_malha
2308302;230830;Milagres;CE;-7.272034978355171;-38.94294359073764;ibge_malha
2308351;230835;Milhã;CE;-5.640821190863873;-39.1711292841642;ibge_malha
2308377;230837;Miraíma;CE;-3.5605697439187343;-39.90861730109104;ibge_malha
2308401;230840;Missão Velha;CE;-7.306443849291229;-39.15287542421855;ibge_malha
2308500;230850;Mombaça;CE;-5.788104958901363;-39.748457472130085;ibge_malha
2308609;230860;Monsenhor Tabosa;CE;-4.914692930413044;-40.04458958381702;ibge_malha
2308708;230870;Morada Nova;CE;-5.0347965239332275;-38.43291639782921;ibge_malha
2308807;230880;Moraújo;CE;-3.461097409960465;-40.67955394323444;ibge_malha
2308906;230890;Morrinhos;CE;-3.28406078186139;-40.08915845155966;ibge_malha
2309003;230900;Mucambo;CE;-3.897808358293496;-40.75590319140314;ibge_malha
2309102;230910;Mulungu;CE;-4.319445922716433;-38.99320254517611;ibge_malha
2309201;230920;Nova Olinda;CE;-7.093140783299926;-39.665087556606835;ibge_malha
2309300;230930;Nova Russas;CE;-4.6798397360844595;-40.52877526017128;ibge_malha
2309409;230940;Novo Oriente;CE;-5.5926498331633505;-40.770873178005154;ibge_malha
2309458;230945;Ocara;CE;-4.5264730785733285;-38.507337403155624;ibge_malha
2309508;230950;Orós;CE;-6.24423881708172;-38.94479937053692;ibge_malha
2309607;230960;Pacajus;CE;-4.183813486035396;-38.498344313538844;ibge_malha
2309706;230970;Pacatuba;CE;-3.9523281611148615;-38.59716303408478;ibge_malha
2309805;230980;Pacoti;CE;-4.198905623456341;-38.90210056832475;ibge_malha
2309904;230990;Pacujá;CE;-4.0058794845396815;-40.68556541226617;ibge_malha
2310001;231000;Palhano;CE;-4.708411071025044;-38.02809038437292;ibge_malha
2310100;231010;Palmácia;CE;-4.125784013228038;-38.842027433003565;ibge_malha
2310209;231020;Paracuru;CE;-3.4807806253304157;-39.03878637075343;ibge_malha
2310258;231025;Paraipaba;CE;-3.4222601690086707;-39.17929205942522;ibge_malha
2310308;231030;Parambu;CE;-6.3040462237286405;-40.62765091647878;ibge_malha
2310407;231040;Paramoti;CE;-4.1598233878384585;-39.377069022179874;ibge_malha
2310506;231050;Pedra Branca;CE;-5.497007859625014;-39.84682597811204;ibge_malha
2310605;231060;Penaforte;CE;-7.780397931326429;-39.05396679352829;ibge_malha
2310704;231070;Pentecoste;CE;-3.8538514662687193;-39.146034266581445;ibge_malha
2310803;231080;Pereiro;CE;-6.040814950563683;-38.48863852151816;ibge_malha
2310852;231085;Pindoretama;CE;-4.054609644265237;-38.30537048058846;ibge_malha
2310902;231090;Piquet Carneiro;CE;-5.862969950188376;-39.4516774251275;ibge_malha
2310951;231095;Pires Ferreira;CE;-4.259145514896391;-40.584265810361565;ibge_malha
2311009;231100;Poranga;CE;-4.799494952430085;-41.07743789624673;ibge_malha
2311108;231110;Porteiras;CE;-7.541987193408779;-39.106836021179234;ibge_malha
2311207;231120;Potengi;CE;-7.072668869896388;-40.03639788920282;ibge_malha
2311231;231123;Potiretama;CE;-5.749572295130755;-38.167607636992244;ibge_malha
2311264;231126;Quiterianópolis;CE;-5.871545953142777;-40.760880435867065;ibge_malha
2311306;231130;Quixadá;CE;-4.954475895821372;-38.94705007294422;ibge_malha
2311355;231135;Quixelô;CE;-6.175450397924805;-39.12066239742333;ibge_malha
2311405;231140;Quixeramobim;CE;-5.245560133545028;-39.33320913375241;ibge_malha
2311504;231150;Quixeré;CE;-5.088178847660553;-37.86240567586499;ibge_malha
2311603;231160;Redenção;CE;-4.245592479634717;-38.762367941113276;ibge_malha
2311702;231170;Reriutaba;CE;-4.120862499812802;-40.61328919252145;ibge_malha
2311801;231180;Russas;CE;-4.843812375773459;-38.14826200166899;ibge_malha
2311900;231190;Saboeiro;CE;-6.484332986794708;-39.88862274925693;ibge_malha
2311959;231195;Salitre;CE;-7.204808182563946;-40.36637296175784;ibge_malha
2312007;231200;Santana do Acaraú;CE;-3.4610313013623966;-40.16470024378651;ibge_malha
2312106;231210;Santana do Cariri;CE;-7.221912456968067;-39.75653461618048;ibge_malha
2312205;231220;Santa Quitéria;CE;-4.340711207933022;-40.041912697970304;ibge_malha
2312304;231230;São Benedito;CE;-4.040848417041797;-40.96949025310816;ibge_malha
2312403;231240;São Gonçalo do Amarante;CE;-3.6005463079292674;-39.06056162963226;ibge_malha
2312502;231250;São João do Jaguaribe;CE;-5.325968898497697;-38.27334285416793;ibge_malha
2312601;231260;São Luís do Curu;CE;-3.6462898948470914;-39.264485554702716;ibge_malha
2312700;231270;Senador Pompeu;CE;-5.587679344036203;-39.43363417399302;ibge_malha
2312809;231280;Senador Sá;CE;-3.270074446650049;-40.46104098209222;ibge_malha
2312908;231290;Sobral;CE;-3.8110362584450135;-40.22786895944965;ibge_malha
2313005;231300;Solonópole;CE;-5.776488254993237;-39.00243734324136;ibge_malha
2313104;231310;Tabuleiro do Norte;CE;-5.361116884110281;-38.027240714735925;ibge_malha
2313203;231320;Tamboril;CE;-4.9199874485800645;-40.33584003735845;ibge_malha
2313252;231325;Tarrafas;CE;-6.730189486881522;-39.737780732061054;ibge_malha
2313302;231330;Tauá;CE;-5.936796172778674;-40.258950465098934;ibge_malha
2313351;231335;Tejuçuoca;CE;-3.932000151055102;-39.58334349917474;ibge_malha
2313401;231340;Tianguá;CE;-3.7361308927266585;-41.05497758796477;ibge_malha
2313500;231350;Trairi;CE;-3.337421387938474;-39.35359995468586;ibge_malha
2313559;231355;Tururu;CE;-3.5510767660084364;-39.40571163563423;ibge_malha
2313609;231360;Ubajara;CE;-3.866539977636505;-41.004462613617754;ibge_malha
2313708;231370;Umari;CE;-6.623339052704192;-38.73028447942291;ibge_malha
2313757;231375;Umirim;CE;-3.6869838127998356;-39.38467762300645;ibge_malha
2313807;231380;Uruburetama;CE;-3.6212814607470345;-39.51453988212059;ibge_malha
2313906;231390;Uruoca;CE;-3.3209002881784895;-40.680360416625064;ibge_malha
2313955;231395;Varjota;CE;-4.16785795987555;-40.49394989321187;ibge_malha
2314003;231400;Várzea Alegre;CE;-6.771789777013255;-39.29784813003217;ibge_malha
2314102;231410;Viçosa do Ceará;CE;-3.5461969702621814;-41.136070185402026;ibge_malha
2400109;240010;Acari;RN;-6.409366421834727;-36.650115479789406;ibge_malha
2400208;240020;Assú;RN;-5.526656696056149;-37.01410466947463;ibge_malha
2400307;240030;Afonso Bezerra;RN;-5.471440824729838;-36.599873334827315;ibge_malha
2400406;240040;Água Nova;RN;-6.208627076074598;-38.308651065329066;ibge_malha
2400505;240050;Alexandria;RN;-6.36449134596133;-37.98919450690143;ibge_malha
2400604;240060;Almino Afonso;RN;-6.154494313886847;-37.76296360204456;ibge_malha
2400703;240070;Alto do Rodrigues;RN;-5.362350109872293;-36.723610670078465;ibge_malha
2400802;240080;Angicos;RN;-5.646305489708096;-36.557222070952704;ibge_malha
2400901;240090;Antônio Martins;RN;-6.219621895092162;-37.924781027974895;ibge_malha
2401008;240100;Apodi;RN;-5.628281805582849;-37.83567384464408;ibge_malha
2401107;240110;Areia Branca;RN;-5.001171796683292;-37.04623225504852;ibge_malha
2401206;240120;Arez;RN;-6.193681598758526;-35.208176769009164;ibge_malha
2401305;240130;Campo Grande;RN;-5.8803362529499426;-37.32428785181573;ibge_malha
2401404;240140;Baía Formosa;RN;-6.43471350612653;-35.044871864323845;ibge_malha
2401453;240145;Baraúna;RN;-5.092782411513131;-37.61834118022961;ibge_malha
2401503;240150;Barcelona;RN;-5.961103549008245;-35.922034450225766;ibge_malha
2401602;240160;Bento Fernandes;RN;-5.675903310374481;-35.81186296457176;ibge_malha
2401651;240165;Bodó;RN;-5.9629028180013135;-36.44174866532228;ibge_malha
2401701;240170;Bom Jesus;RN;-6.000811243855871;-35.590799469142276;ibge_malha
2401800;240180;Brejinho;RN;-6.2181826005410255;-35.38358116239524;ibge_malha
2401859;240185;Caiçara do Norte;RN;-5.1918241329481445;-36.08328158981514;ibge_malha
2401909;240190;Caiçara do Rio do Vento;RN;-5.766090443764698;-36.026453422904375;ibge_malha
2402006;240200;Caicó;RN;-6.467558317224473;-37.037937200429404;ibge_malha
2402105;240210;Campo Redondo;RN;-6.23769917423417;-36.20890125710952;ibge_malha
2402204;240220;Canguaretama;RN;-6.395090640389721;-35.14845357288716;ibge_malha
2402303;240230;Caraúbas;RN;-5.767247612774439;-37.58376219810061;ibge_malha
2402402;240240;Carnaúba dos Dantas;RN;-6.553299403687959;-36.54878084277485;ibge_malha
2402501;240250;Carnaubais;RN;-5.264078272230151;-36.85727616135273;ibge_malha
2402600;240260;Ceará-Mirim;RN;-5.595469754294865;-35.39521931004184;ibge_malha
2402709;240270;Cerro Corá;RN;-5.989355885889191;-36.327162764738524;ibge_malha
2402808;240280;Coronel Ezequiel;RN;-6.357204451209205;-36.19588080143045;ibge_malha
2402907;240290;Coronel João Pessoa;RN;-6.255480967511952;-38.42281329187344;ibge_malha
2403004;240300;Cruzeta;RN;-6.355930471677175;-36.824989216046276;ibge_malha
2403103;240310;Currais Novos;RN;-6.223560836103229;-36.44355202216144;ibge_malha
2403202;240320;Doutor Severiano;RN;-6.115369893218979;-38.401365871639335;ibge_malha
2403251;240325;Parnamirim;RN;-5.91434797189564;-35.23012241218883;ibge_malha
2403301;240330;Encanto;RN;-6.134224670043861;-38.306354976627325;ibge_malha
2403400;240340;Equador;RN;-6.882006847080878;-36.666153037255164;ibge_malha
2403509;240350;Espírito Santo;RN;-6.305662834242427;-35.30448028594171;ibge_malha
2403608;240360;Extremoz;RN;-5.680948678163109;-35.26864897841719;ibge_malha
2403707;240370;Felipe Guerra;RN;-5.53981222654523;-37.6558856753546;ibge_malha
2403756;240375;Fernando Pedroza;RN;-5.760486592458582;-36.392108920244894;ibge_malha
2403806;240380;Florânia;RN;-6.169723513930138;-36.8183819828422;ibge_malha
2403905;240390;Francisco Dantas;RN;-6.053001587670595;-38.1086318758418;ibge_malha
2404002;240400;Frutuoso Gomes;RN;-6.161037300112348;-37.839037098833614;ibge_malha
2404101;240410;Galinhos;RN;-5.175739487528706;-36.20799572139707;ibge_malha
2404200;240420;Goianinha;RN;-6.287819076990825;-35.213851802588785;ibge_malha
2404309;240430;Governador Dix-Sept Rosado;RN;-5.395066131006808;-37.53676161874797;ibge_malha
2404408;240440;Grossos;RN;-4.947582528715041;-37.210470081947406;ibge_malha
2404507;240450;Guamaré;RN;-5.174768821658429;-36.343941984405745;ibge_malha
2404606;240460;Ielmo Marinho;RN;-5.784128582512958;-35.55042206165493;ibge_malha
2404705;240470;Ipanguaçu;RN;-5.53819290633913;-36.80267440034921;ibge_malha
2404804;240480;Ipueira;RN;-6.774157748777933;-37.1863608046012;ibge_malha
2404853;240485;Itajá;RN;-5.689978967807029;-36.808021924990044;ibge_malha
2404903;240490;Itaú;RN;-5.8184736407222255;-37.916494621164354;ibge_malha
2405009;240500;Jaçanã;RN;-6.410922192998452;-36.214617146159654;ibge_malha
2405108;240510;Jandaíra;RN;-5.3570043203117015;-36.13822004052459;ibge_malha
2405207;240520;Janduís;RN;-5.996167640853219;-37.47488745346008;ibge_malha
2405306;240530;Januário Cicco;RN;-6.151909458716856;-35.60054531553139;ibge_malha
2405405;240540;Japi;RN;-6.43282446387025;-35.8991001600095;ibge_malha
2405504;240550;Jardim de Angicos;RN;-5.613703817202548;-35.98677056967345;ibge_malha
2405603;240560;Jardim de Piranhas;RN;-6.334497294741419;-37.28588769478157;ibge_malha
2405702;240570;Jardim do Seridó;RN;-6.587734810927983;-36.806580598320515;ibge_malha
2405801;240580;João Câmara;RN;-5.475360834411526;-35.873930951989905;ibge_malha
2405900;240590;João Dias;RN;-6.287886911137449;-37.83790258423189;ibge_malha
2406007;240600;José da Penha;RN;-6.340568421850141;-38.28305302392415;ibge_malha
2406106;240610;Jucurutu;RN;-6.058009007738838;-37.02139298902446;ibge_malha
2406155;240615;Jundiá;RN;-6.25633876551589;-35.34035144106436;ibge_malha
2406205;240620;Lagoa d'Anta;RN;-6.38475728683749;-35.62619023128327;ibge_malha
2406304;240630;Lagoa de Pedras;RN;-6.192417400478233;-35.45081166713227;ibge_malha
2406403;240640;Lagoa de Velhos;RN;-6.010497618073387;-35.844374462136095;ibge_malha
2406502;240650;Lagoa Nova;RN;-6.092452398553179;-36.519129858832656;ibge_malha
2406601;240660;Lagoa Salgada;RN;-6.147188698734953;-35.5050370570109;ibge_malha
2406700;240670;Lajes;RN;-5.698174564392081;-36.18058271106642;ibge_malha
2406809;240680;Lajes Pintadas;RN;-6.1480566598168815;-36.13422451748065;ibge_malha
2406908;240690;Lucrécia;RN;-6.10357786118661;-37.82438081375133;ibge_malha
2407005;240700;Luís Gomes;RN;-6.373369130327874;-38.402640576489596;ibge_malha
2407104;240710;Macaíba;RN;-5.926857026096466;-35.428762047235125;ibge_malha
2407203;240720;Macau;RN;-5.195950233422388;-36.523440647467794;ibge_malha
2407252;240725;Major Sales;RN;-6.405106855740119;-38.31765033151843;ibge_malha
2407302;240730;Marcelino Vieira;RN;-6.280328614064502;-38.157319017355675;ibge_malha
2407401;240740;Martins;RN;-6.080220578294946;-37.905915553838994;ibge_malha
2407500;240750;Maxaranguape;RN;-5.451576120625375;-35.35445734252705;ibge_malha
2407609;240760;Messias Targino;RN;-6.089932570733943;-37.48022710961642;ibge_malha
2407708;240770;Montanhas;RN;-6.504918958336657;-35.29093676350713;ibge_malha
2407807;240780;Monte Alegre;RN;-6.098762656675517;-35.40504306259156;ibge_malha
2407906;240790;Monte das Gameleiras;RN;-6.429860021732537;-35.809033612013394;ibge_malha
2408003;240800;Mossoró;RN;-5.175829487502981;-37.32552608663706;ibge_malha
2408102;240810;Natal;RN;-5.803177520545519;-35.22883356599637;ibge_malha
2408201;240820;Nísia Floresta;RN;-6.054921945596701;-35.17322004831212;ibge_malha
2408300;240830;Nova Cruz;RN;-6.448632827869659;-35.42898066565553;ibge_malha
2408409;240840;Olho d'Água do Borges;RN;-5.978945998009638;-37.71018473627494;ibge_malha
2408508;240850;Ouro Branco;RN;-6.683533429478124;-36.92105763955961;ibge_malha
2408607;240860;Paraná;RN;-6.451050185996765;-38.28421304285949;ibge_malha
2408706;240870;Paraú;RN;-5.784378006269553;-37.11055432495843;ibge_malha
2408805;240880;Parazinho;RN;-5.285835854659237;-35.93617954575656;ibge_malha
2408904;240890;Parelhas;RN;-6.713829420946835;-36.61948986597021;ibge_malha
2408953;240895;Rio do Fogo;RN;-5.377262057714773;-35.39995310230445;ibge_malha
2409100;240910;Passa e Fica;RN;-6.4427232764792635;-35.61457030774172;ibge_malha
2409209;240920;Passagem;RN;-6.283825904823348;-35.39573106908678;ibge_malha
2409308;240930;Patu;RN;-6.086868058096353;-37.62134182906421;ibge_malha
2409332;240933;Santa Maria;RN;-5.788922888936479;-35.72048578431578;ibge_malha
2409407;240940;Pau dos Ferros;RN;-6.117415130433226;-38.16976371196046;ibge_malha
2409506;240950;Pedra Grande;RN;-5.146048915007009;-35.87351338195652;ibge_malha
2409605;240960;Pedra Preta;RN;-5.524521444062186;-36.079519405144296;ibge_malha
2409704;240970;Pedro Avelino;RN;-5.47502066953964;-36.33161367129122;ibge_malha
2409803;240980;Pedro Velho;RN;-6.465238881640667;-35.22452336578757;ibge_malha
2409902;240990;Pendências;RN;-5.292893188421167;-36.62399959454894;ibge_malha
2410009;241000;Pilões;RN;-6.2865967473691775;-38.02921222340472;ibge_malha
2410108;241010;Poço Branco;RN;-5.571489766849529;-35.69435951318716;ibge_malha
2410207;241020;Portalegre;RN;-6.032871247245203;-38.01498556100841;ibge_malha
2410256;241025;Porto do Mangue;RN;-5.088322250466332;-36.84153142640446;ibge_malha
2410306;241030;Serra Caiada;RN;-6.109238768769481;-35.72355044490417;ibge_malha
2410405;241040;Pureza;RN;-5.407288921836072;-35.582122115593464;ibge_malha
2410504;241050;Rafael Fernandes;RN;-6.196827680321192;-38.223760663377725;ibge_malha
2410603;241060;Rafael Godeiro;RN;-6.069067285672753;-37.730219555929835;ibge_malha
2410702;241070;Riacho da Cruz;RN;-5.923580929198148;-37.966422086281646;ibge_malha
2410801;241080;Riacho de Santana;RN;-6.277003174745596;-38.33612953846484;ibge_malha
2410900;241090;Riachuelo;RN;-5.798439262385634;-35.849591297769514;ibge_malha
2411007;241100;Rodolfo Fernandes;RN;-5.858491620416553;-38.080914059582256;ibge_malha
2411056;241105;Tibau;RN;-4.888375576051666;-37.320958736191024;ibge_malha
2411106;241110;Ruy Barbosa;RN;-5.8568755228231675;-35.94050126047568;ibge_malha
2411205;241120;Santa Cruz;RN;-6.248249608373732;-36.00649392260993;ibge_malha
2411403;241140;Santana do Matos;RN;-5.904346099137551;-36.634625521096176;ibge_malha
2411429;241142;Santana do Seridó;RN;-6.732232671380946;-36.76513375407323;ibge_malha
2411502;241150;Santo Antônio;RN;-6.339461637710765;-35.50540189616276;ibge_malha
2411601;241160;São Bento do Norte;RN;-5.144111642081517;-35.989071014740006;ibge_malha
2411700;241170;São Bento do Trairí;RN;-6.383222665571613;-36.04845444315984;ibge_malha
2411809;241180;São Fernando;RN;-6.321342692003733;-37.15115296864147;ibge_malha
2411908;241190;São Francisco do Oeste;RN;-5.985178377491968;-38.18379150980767;ibge_malha
2412005;241200;São Gonçalo do Amarante;RN;-5.787725193342509;-35.3647895374224;ibge_malha
2412104;241210;São João do Sabugi;RN;-6.690411896384207;-37.18850172572499;ibge_malha
2412203;241220;São José de Mipibu;RN;-6.064005982762562;-35.289415726662774;ibge_malha
2412302;241230;São José do Campestre;RN;-6.301107623605531;-35.74016664679095;ibge_malha
2412401;241240;São José do Seridó;RN;-6.486639011380115;-36.85848722082808;ibge_malha
2412500;241250;São Miguel;RN;-6.2143532189383075;-38.47427909428924;ibge_malha
2412559;241255;São Miguel do Gostoso;RN;-5.194001771074639;-35.7371808918677;ibge_malha
2412609;241260;São Paulo do Potengi;RN;-5.934068947605345;-35.75443137401181;ibge_malha
2412708;241270;São Pedro;RN;-5.892543939688907;-35.63033192966753;ibge_malha
2412807;241280;São Rafael;RN;-5.837392945266073;-36.8785248991181;ibge_malha
2412906;241290;São Tomé;RN;-5.9882036973548045;-36.12857647924372;ibge_malha
2413003;241300;São Vicente;RN;-6.207676788052922;-36.659811839868034;ibge_malha
2413102;241310;Senador Elói de Souza;RN;-6.041283653691458;-35.68248488758071;ibge_malha
2413201;241320;Senador Georgino Avelino;RN;-6.15786471979434;-35.12138310800486;ibge_malha
2413300;241330;Serra de São Bento;RN;-6.428633890763644;-35.71892960946181;ibge_malha
2413359;241335;Serra do Mel;RN;-5.171294456808796;-37.02421887403697;ibge_malha
2413409;241340;Serra Negra do Norte;RN;-6.587371932952654;-37.36002203145077;ibge_malha
2413508;241350;Serrinha;RN;-6.2551138836089635;-35.574349158589776;ibge_malha
