cnes;competence;ibge_id;municipality_code;municipality_name;uf;vinc_sus;atendhos;leithosp;niv_dep;nat_jur;is_sus_linked;has_hospital_care;has_hospital_beds;is_public_admin;is_public_hospital;name;latitude;longitude;coordinate_source;name_source
2338181;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2338181 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338262;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2338262 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338351;2101;5208707;520870;Goiânia;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2338351 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338378;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2338378 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338386;2101;5208707;520870;Goiânia;GO;1;1;1;1;3069;1;1;1;1;1;CNES 2338386 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338416;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2338416 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338424;2101;5208707;520870;Goiânia;GO;1;1;1;3;1104;1;1;1;1;1;CNES 2338424 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338440;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2338440 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338467;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2338467 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338564;2101;5208707;520870;Goiânia;GO;1;1;1;3;1031;1;1;1;1;1;CNES 2338564 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2338734;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2338734 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339080;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2339080 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339110;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339110 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339137;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339137 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339161;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339161 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339196;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2339196 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339218;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339218 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339234;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339234 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339463;2101;5208707;520870;Goiânia;GO;1;0;1;3;1031;1;0;1;1;1;CNES 2339463 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339668;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339668 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339722;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339722 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2339765;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2339765 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2506661;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2506661 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2506815;2101;5208707;520870;Goiânia;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2506815 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2506858;2101;5208707;520870;Goiânia;GO;1;1;1;3;1031;1;1;1;1;1;CNES 2506858 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2517949;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2517949 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2518155;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2518155 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2518295;2101;5208707;520870;Goiânia;GO;1;0;1;1;3999;1;0;1;1;1;CNES 2518295 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2519003;2101;5208707;520870;Goiânia;GO;1;1;0;1;2062;1;1;0;1;1;CNES 2519003 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2519054;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2519054 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2519089;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2519089 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2519151;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2519151 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2519208;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2519208 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2626705;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2626705 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2653818;2101;5208707;520870;Goiânia;GO;1;0;1;3;1023;1;0;1;1;1;CNES 2653818 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2659832;2101;5208707;520870;Goiânia;GO;1;1;1;3;1104;1;1;1;1;1;CNES 2659832 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2665271;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2665271 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2673932;2101;5208707;520870;Goiânia;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2673932 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
3051625;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 3051625 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
3175650;2101;5208707;520870;Goiânia;GO;1;1;1;1;2062;1;1;1;1;1;CNES 3175650 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
3216896;2101;5208707;520870;Goiânia;GO;1;1;0;3;1031;1;1;0;1;1;CNES 3216896 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
3727602;2101;5208707;520870;Goiânia;GO;1;1;1;1;2240;1;1;1;1;1;CNES 3727602 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
6491014;2101;5208707;520870;Goiânia;GO;1;1;1;1;2305;1;1;1;1;1;CNES 6491014 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
7743068;2101;5208707;520870;Goiânia;GO;1;1;1;3;1023;1;1;1;1;1;CNES 7743068 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
9138625;2101;5208707;520870;Goiânia;GO;1;0;1;3;1023;1;0;1;1;1;CNES 9138625 (Goiânia - GO);-16.643542278585027;-49.27377718577387;ibge_malha;synthetic_municipality
2507803;2101;5208806;520880;Goianira;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2507803 (Goianira - GO);-16.50028047683086;-49.42858736416082;ibge_malha;synthetic_municipality
2769565;2101;5208806;520880;Goianira;GO;1;0;1;3;1244;1;0;1;1;1;CNES 2769565 (Goianira - GO);-16.50028047683086;-49.42858736416082;ibge_malha;synthetic_municipality
9613137;2101;5208806;520880;Goianira;GO;1;1;1;1;2062;1;1;1;1;1;CNES 9613137 (Goianira - GO);-16.50028047683086;-49.42858736416082;ibge_malha;synthetic_municipality
2343525;2101;5208905;520890;Goiás;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2343525 (Goiás - GO);-15.847094892935054;-50.24257547719676;ibge_malha;synthetic_municipality
2340038;2101;5209101;520910;Goiatuba;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2340038 (Goiatuba - GO);-17.993654741925635;-49.65881248262848;ibge_malha;synthetic_municipality
3644154;2101;5209101;520910;Goiatuba;GO;1;0;1;3;1244;1;0;1;1;1;CNES 3644154 (Goiatuba - GO);-17.993654741925635;-49.65881248262848;ibge_malha;synthetic_municipality
2382415;2101;5209606;520960;Heitoraí;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382415 (Heitoraí - GO);-15.743637413889209;-49.78393387540634;ibge_malha;synthetic_municipality
2769875;2101;5209705;520970;Hidrolândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2769875 (Hidrolândia - GO);-17.011517124813643;-49.26681717449379;ibge_malha;synthetic_municipality
2534797;2101;5209804;520980;Hidrolina;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2534797 (Hidrolina - GO);-14.739538348816035;-49.36304485023052;ibge_malha;synthetic_municipality
2534940;2101;5209903;520990;Iaciara;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2534940 (Iaciara - GO);-14.090580660341292;-46.75506778360672;ibge_malha;synthetic_municipality
2438291;2101;5209937;520993;Inaciolândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2438291 (Inaciolândia - GO);-18.509358307482405;-49.91556675620653;ibge_malha;synthetic_municipality
2343185;2101;5209952;520995;Indiara;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2343185 (Indiara - GO);-17.185204868903032;-49.96813324134501;ibge_malha;synthetic_municipality
2589192;2101;5210000;521000;Inhumas;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2589192 (Inhumas - GO);-16.307618244165187;-49.515934927529585;ibge_malha;synthetic_municipality
2589214;2101;5210000;521000;Inhumas;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2589214 (Inhumas - GO);-16.307618244165187;-49.515934927529585;ibge_malha;synthetic_municipality
2589230;2101;5210000;521000;Inhumas;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2589230 (Inhumas - GO);-16.307618244165187;-49.515934927529585;ibge_malha;synthetic_municipality
9583610;2101;5210000;521000;Inhumas;GO;1;0;1;1;3999;1;0;1;1;1;CNES 9583610 (Inhumas - GO);-16.307618244165187;-49.515934927529585;ibge_malha;synthetic_municipality
2442531;2101;5210109;521010;Ipameri;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2442531 (Ipameri - GO);-17.505905675773775;-48.054497085375964;ibge_malha;synthetic_municipality
5893232;2101;5210109;521010;Ipameri;GO;1;1;1;3;1244;1;1;1;1;1;CNES 5893232 (Ipameri - GO);-17.505905675773775;-48.054497085375964;ibge_malha;synthetic_municipality
7311494;2101;5210109;521010;Ipameri;GO;1;0;1;3;1244;1;0;1;1;1;CNES 7311494 (Ipameri - GO);-17.505905675773775;-48.054497085375964;ibge_malha;synthetic_municipality
9276149;2101;5210109;521010;Ipameri;GO;1;1;1;1;2305;1;1;1;1;1;CNES 9276149 (Ipameri - GO);-17.505905675773775;-48.054497085375964;ibge_malha;synthetic_municipality
2519593;2101;5210208;521020;Iporá;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2519593 (Iporá - GO);-16.416515450228655;-51.18094694036577;ibge_malha;synthetic_municipality
2437449;2101;5210307;521030;Israelândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437449 (Israelândia - GO);-16.357662091733918;-50.881256472510934;ibge_malha;synthetic_municipality
2382482;2101;5210406;521040;Itaberaí;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382482 (Itaberaí - GO);-16.08091412533652;-49.82283749921717;ibge_malha;synthetic_municipality
2569841;2101;5210604;521060;Itaguaru;GO;1;0;1;3;1244;1;0;1;1;1;CNES 2569841 (Itaguaru - GO);-15.773154707593584;-49.612013994416;ibge_malha;synthetic_municipality
2438003;2101;5210802;521080;Itajá;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2438003 (Itajá - GO);-19.1012411805296;-51.319510546647045;ibge_malha;synthetic_municipality
2534517;2101;5210901;521090;Itapaci;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2534517 (Itapaci - GO);-14.942343815768282;-49.647111103284054;ibge_malha;synthetic_municipality
2334275;2101;5211008;521100;Itapirapuã;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2334275 (Itapirapuã - GO);-15.702891863236829;-50.77152660363048;ibge_malha;synthetic_municipality
2441977;2101;5211206;521120;Itapuranga;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2441977 (Itapuranga - GO);-15.548036246386104;-49.94968464859282;ibge_malha;synthetic_municipality
2535157;2101;5211206;521120;Itapuranga;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2535157 (Itapuranga - GO);-15.548036246386104;-49.94968464859282;ibge_malha;synthetic_municipality
2436930;2101;5211305;521130;Itarumã;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2436930 (Itarumã - GO);-18.844205688758315;-51.330709783092516;ibge_malha;synthetic_municipality
2437120;2101;5211404;521140;Itauçu;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437120 (Itauçu - GO);-16.195285062073662;-49.607987930975966;ibge_malha;synthetic_municipality
2589265;2101;5211503;521150;Itumbiara;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2589265 (Itumbiara - GO);-18.353578623528183;-49.41745749393323;ibge_malha;synthetic_municipality
2789647;2101;5211503;521150;Itumbiara;GO;1;1;1;3;1031;1;1;1;1;1;CNES 2789647 (Itumbiara - GO);-18.353578623528183;-49.41745749393323;ibge_malha;synthetic_municipality
7005660;2101;5211503;521150;Itumbiara;GO;1;1;1;1;2143;1;1;1;1;1;CNES 7005660 (Itumbiara - GO);-18.353578623528183;-49.41745749393323;ibge_malha;synthetic_municipality
2535211;2101;5211602;521160;Ivolândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2535211 (Ivolândia - GO);-16.676402156774444;-51.035480761066516;ibge_malha;synthetic_municipality
2769549;2101;5211701;521170;Jandaia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2769549 (Jandaia - GO);-17.092269720822692;-50.18214917424846;ibge_malha;synthetic_municipality
2361949;2101;5211800;521180;Jaraguá;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2361949 (Jaraguá - GO);-15.702339280320823;-49.386008774674664;ibge_malha;synthetic_municipality
2507129;2101;5211800;521180;Jaraguá;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2507129 (Jaraguá - GO);-15.702339280320823;-49.386008774674664;ibge_malha;synthetic_municipality
2535556;2101;5211909;521190;Jataí;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2535556 (Jataí - GO);-17.909564371933868;-51.73216771334822;ibge_malha;synthetic_municipality
2536358;2101;5211909;521190;Jataí;GO;1;1;0;1;2062;1;1;0;1;1;CNES 2536358 (Jataí - GO);-17.909564371933868;-51.73216771334822;ibge_malha;synthetic_municipality
7532024;2101;5211909;521190;Jataí;GO;1;1;1;1;3999;1;1;1;1;1;CNES 7532024 (Jataí - GO);-17.909564371933868;-51.73216771334822;ibge_malha;synthetic_municipality
2382644;2101;5212006;521200;Jaupaci;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382644 (Jaupaci - GO);-16.19041266684586;-51.058947277297584;ibge_malha;synthetic_municipality
2536021;2101;5212105;521210;Joviânia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2536021 (Joviânia - GO);-17.79520580586977;-49.61885446252994;ibge_malha;synthetic_municipality
3795292;2101;5212204;521220;Jussara;GO;1;1;1;3;1244;1;1;1;1;1;CNES 3795292 (Jussara - GO);-15.582658530130711;-51.330302153734145;ibge_malha;synthetic_municipality
2340194;2101;5212501;521250;Luziânia;GO;1;0;1;3;1023;1;0;1;1;1;CNES 2340194 (Luziânia - GO);-16.481809349168724;-47.99163948651162;ibge_malha;synthetic_municipality
5882451;2101;5212501;521250;Luziânia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 5882451 (Luziânia - GO);-16.481809349168724;-47.99163948651162;ibge_malha;synthetic_municipality
2570424;2101;5212600;521260;Mairipotaba;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2570424 (Mairipotaba - GO);-17.30014615952676;-49.45728584630308;ibge_malha;synthetic_municipality
2437988;2101;5212709;521270;Mambaí;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437988 (Mambaí - GO);-14.420212189430027;-46.067020504315636;ibge_malha;synthetic_municipality
2569671;2101;5212808;521280;Mara Rosa;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2569671 (Mara Rosa - GO);-13.997033700482593;-49.39444371638608;ibge_malha;synthetic_municipality
2371367;2101;5212907;521290;Marzagão;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2371367 (Marzagão - GO);-17.986175092345874;-48.688397128679185;ibge_malha;synthetic_municipality
2384256;2101;5212956;521295;Matrinchã;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2384256 (Matrinchã - GO);-15.37761354475068;-50.77441084608745;ibge_malha;synthetic_municipality
2535742;2101;5213004;521300;Maurilândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2535742 (Maurilândia - GO);-18.03624506357667;-50.36386775985581;ibge_malha;synthetic_municipality
2438313;2101;5213087;521308;Minaçu;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2438313 (Minaçu - GO);-13.499128487503672;-48.34852611934545;ibge_malha;synthetic_municipality
2442965;2101;5213103;521310;Mineiros;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2442965 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
2570378;2101;5213103;521310;Mineiros;GO;1;1;1;1;2089;1;1;1;1;1;CNES 2570378 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
2571072;2101;5213103;521310;Mineiros;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2571072 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
2571242;2101;5213103;521310;Mineiros;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2571242 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
7177534;2101;5213103;521310;Mineiros;GO;1;1;1;1;2062;1;1;1;1;1;CNES 7177534 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
8013543;2101;5213103;521310;Mineiros;GO;1;1;1;3;1244;1;1;1;1;1;CNES 8013543 (Mineiros - GO);-17.61489607167437;-52.762504483849895;ibge_malha;synthetic_municipality
2534924;2101;5213509;521350;Monte Alegre de Goiás;GO;1;0;1;3;1244;1;0;1;1;1;CNES 2534924 (Monte Alegre de Goiás - GO);-13.294604387286196;-46.923863734831706;ibge_malha;synthetic_municipality
2383985;2101;5213707;521370;Montes Claros de Goiás;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2383985 (Montes Claros de Goiás - GO);-15.914475045234234;-51.57991525408214;ibge_malha;synthetic_municipality
2535637;2101;5213756;521375;Montividiu;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2535637 (Montividiu - GO);-17.317947160241594;-51.189864436637656;ibge_malha;synthetic_municipality
2382466;2101;5213806;521380;Morrinhos;GO;1;1;1;3;1031;1;1;1;1;1;CNES 2382466 (Morrinhos - GO);-17.774694654515518;-49.12867585381873;ibge_malha;synthetic_municipality
2443031;2101;5213806;521380;Morrinhos;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2443031 (Morrinhos - GO);-17.774694654515518;-49.12867585381873;ibge_malha;synthetic_municipality
2437198;2101;5213855;521385;Morro Agudo de Goiás;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437198 (Morro Agudo de Goiás - GO);-15.31127465348502;-50.01154930742455;ibge_malha;synthetic_municipality
2535165;2101;5214002;521400;Mozarlândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2535165 (Mozarlândia - GO);-14.842899888692882;-50.58750958892367;ibge_malha;synthetic_municipality
2333988;2101;5214051;521405;Mundo Novo;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2333988 (Mundo Novo - GO);-13.797375942034298;-50.20348213576726;ibge_malha;synthetic_municipality
2382938;2101;5214101;521410;Mutunópolis;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382938 (Mutunópolis - GO);-13.719026502120238;-49.30343375113857;ibge_malha;synthetic_municipality
3461289;2101;5214408;521440;Nazário;GO;1;1;1;3;1244;1;1;1;1;1;CNES 3461289 (Nazário - GO);-16.58334895088945;-49.849406840709406;ibge_malha;synthetic_municipality
2442019;2101;5214507;521450;Nerópolis;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2442019 (Nerópolis - GO);-16.426767388448646;-49.18478376736158;ibge_malha;synthetic_municipality
2534789;2101;5214606;521460;Niquelândia;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2534789 (Niquelândia - GO);-14.499091064876636;-48.401421091973006;ibge_malha;synthetic_municipality
7779011;2101;5214705;521470;Nova América;GO;1;0;1;3;1244;1;0;1;1;1;CNES 7779011 (Nova América - GO);-15.045124668038893;-49.93429035198067;ibge_malha;synthetic_municipality
2437023;2101;5214838;521483;Nova Crixás;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437023 (Nova Crixás - GO);-14.133838321526538;-50.56169990521846;ibge_malha;synthetic_municipality
2381877;2101;5215009;521500;Nova Veneza;GO;1;1;0;3;1244;1;1;0;1;1;CNES 2381877 (Nova Veneza - GO);-16.358554560291115;-49.3065108011953;ibge_malha;synthetic_municipality
2382237;2101;5215207;521520;Novo Brasil;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382237 (Novo Brasil - GO);-16.054732106450512;-50.646277331134826;ibge_malha;synthetic_municipality
2442450;2101;5215306;521530;Orizona;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2442450 (Orizona - GO);-17.007868410253916;-48.19483364480398;ibge_malha;synthetic_municipality
2442302;2101;5215504;521550;Ouvidor;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2442302 (Ouvidor - GO);-18.218247354116727;-47.74714501586546;ibge_malha;synthetic_municipality
2437171;2101;5215603;521560;Padre Bernardo;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437171 (Padre Bernardo - GO);-15.361397826386789;-48.30432925383837;ibge_malha;synthetic_municipality
3485536;2101;5215652;521565;Palestina de Goiás;GO;1;1;1;3;1244;1;1;1;1;1;CNES 3485536 (Palestina de Goiás - GO);-16.704527512593042;-51.44181263923992;ibge_malha;synthetic_municipality
2506947;2101;5215702;521570;Palmeiras de Goiás;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2506947 (Palmeiras de Goiás - GO);-16.80903073102044;-49.94484086061952;ibge_malha;synthetic_municipality
2436914;2101;5215801;521580;Palmelo;GO;1;0;1;3;1244;1;0;1;1;1;CNES 2436914 (Palmelo - GO);-17.30643575132186;-48.397362103004774;ibge_malha;synthetic_municipality
2437775;2101;5215900;521590;Palminópolis;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437775 (Palminópolis - GO);-16.820393661101654;-50.19407605806682;ibge_malha;synthetic_municipality
2382148;2101;5216007;521600;Panamá;GO;1;0;1;3;1244;1;0;1;1;1;CNES 2382148 (Panamá - GO);-18.20460437415537;-49.40382714978308;ibge_malha;synthetic_municipality
2383578;2101;5216304;521630;Paranaiguara;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2383578 (Paranaiguara - GO);-18.808564895424645;-50.624107022233794;ibge_malha;synthetic_municipality
6277578;2101;5216403;521640;Paraúna;GO;1;1;1;3;1244;1;1;1;1;1;CNES 6277578 (Paraúna - GO);-17.04708500609488;-50.6379802350983;ibge_malha;synthetic_municipality
2442027;2101;5216809;521680;Petrolina de Goiás;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2442027 (Petrolina de Goiás - GO);-16.111695534319363;-49.31585577522468;ibge_malha;synthetic_municipality
2382490;2101;5217104;521710;Piracanjuba;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382490 (Piracanjuba - GO);-17.332386693705715;-48.99276602989116;ibge_malha;synthetic_municipality
2442205;2101;5217104;521710;Piracanjuba;GO;1;1;1;1;3999;1;1;1;1;1;CNES 2442205 (Piracanjuba - GO);-17.332386693705715;-48.99276602989116;ibge_malha;synthetic_municipality
2382687;2101;5217203;521720;Piranhas;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2382687 (Piranhas - GO);-16.414043541669823;-51.8421224352773;ibge_malha;synthetic_municipality
2437783;2101;5217302;521730;Pirenópolis;GO;1;1;1;3;1023;1;1;1;1;1;CNES 2437783 (Pirenópolis - GO);-15.810103567685339;-49.01107472048898;ibge_malha;synthetic_municipality
2534754;2101;5217302;521730;Pirenópolis;GO;1;1;1;1;2062;1;1;1;1;1;CNES 2534754 (Pirenópolis - GO);-15.810103567685339;-49.01107472048898;ibge_malha;synthetic_municipality
2340526;2101;5217401;521740;Pires do Rio;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2340526 (Pires do Rio - GO);-17.271642697912796;-48.38887676098461;ibge_malha;synthetic_municipality
2437651;2101;5217609;521760;Planaltina;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2437651 (Planaltina - GO);-15.284476188699944;-47.750378675733806;ibge_malha;synthetic_municipality
0247774;2101;5217708;521770;Pontalina;GO;1;1;0;3;1244;1;1;0;1;1;CNES 0247774 (Pontalina - GO);-17.531078186808127;-49.537683159882135;ibge_malha;synthetic_municipality
2383942;2101;5217708;521770;Pontalina;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2383942 (Pontalina - GO);-17.531078186808127;-49.537683159882135;ibge_malha;synthetic_municipality
0110140;2101;5218003;521800;Porangatu;GO;1;1;1;3;1244;1;1;1;1;1;CNES 0110140 (Porangatu - GO);-13.2922685413432;-49.230628894243786;ibge_malha;synthetic_municipality
2442477;2101;5218003;521800;Porangatu;GO;1;1;1;3;1244;1;1;1;1;1;CNES 2442477 (Porangatu - GO);-13.2922685413432;-49.230628894243786;ibge_malha;synthetic_municipality
